ID,F21,F22,F21a,F22a,F21b,F22b,F22c
449566,8000000,49708,800,16.39999962,676,17,18.39999962
449567,3550000,31514,355,10.39999962,355,10.39999962,11.30000019
449568,13600000,54082,1360,17.89999962,1360,17.89999962,19.39999962
449569,2880000,42204,288,14,288,14,15.19999981
449570,1900000,19202,190,6.300000191,190,6.300000191,6.800000191
449571,1000000,12142,100,4,100,4,4.300000191
449572,2600000,35946,260,11.89999962,194.8999939,12.5,13.5
449573,3600000,31188,360,10.30000019,360,10.30000019,11.19999981
449574,700000,18440,70,6.099999905,70,6.099999905,6.599999905
449575,600000,13953,60,4.612723351,,13.00749969,
449576,5940000,36286,594,12,594,12,13
449577,8120000,54582,812,18,682,18,19.5
449578,6300000,51328,630,17,630,17,18.39999962
449579,1870000,18883,187,6.199999809,187,6.199999809,6.699999809
449580,3150000,24392,315,8.100000381,315,8.100000381,8.800000191
449581,1800000,19798,180,6.5,180,6.5,7
449582,3000000,32161,300,10.60000038,300,10.60000038,11.5
449583,3600000,25842,360,8.5,267,8.699999809,9.399999619
449584,6700000,40609,670,13.39999962,546,13.30000019,14.39999962
449585,1200000,11543,120,3.799999952,120,3.799999952,4.099999905
449586,3160000,28081,316,9.300000191,316,9.300000191,10.10000038
449587,26000000,61983,2600,20.5,2502,20.39999962,22.10000038
449588,1680000,23612,168,7.800000191,168,7.800000191,8.399999619
449589,4050000,38226,405,12.60000038,405,12.60000038,13.60000038
449590,4950000,40574,495,13.39999962,495,13.39999962,14.5
449591,2500000,25370,250,8.399999619,250,8.399999619,9.100000381
449592,1480000,18191,148,6,148,6,6.599999905
449593,7200000,41256,720,13.60000038,720,13.60000038,14.69999981
449594,2100000,30819,210,10.19999981,210,10.19999981,11
449595,3250000,21126,325,7,263,7,7.599999905
449596,2700000,31535,270,10.39999962,270,10.39999962,11.30000019
449597,770000,18320,77,6.099999905,77,6.099999905,6.599999905
449598,9900000,31585,990,10.39999962,924.9000244,10.19999981,11
449599,64000000,121212,6400,40.07012177,,159.7200012,
449600,21000000,42339,2100,13.99626827,,150.0399933,
449601,1280000,38906,128,12.89999962,128,12.89999962,14
449602,500000,26137,50,8.600000381,50,8.600000381,9.300000191
449603,2730000,25993,273,8.600000381,207.8999939,7.599999905,8.199999809
449604,4300000,48615,430,16.10000038,430,16.10000038,17.39999962
449605,1650000,12952,165,4.300000191,165,4.300000191,4.699999809
449606,3350000,38016,335,12.60000038,335,12.60000038,13.60000038
449607,2450000,31378,245,10.39999962,245,10.39999962,11.30000019
449608,3200000,32451,320,10.69999981,320,10.69999981,11.60000038
449609,3200000,36451,320,12,320,12,13
449610,2800000,25187,280,8.300000191,280,8.300000191,9
449611,12900000,52728,1290,17.39999962,1290,17.39999962,18.79999924
449612,3000000,67114,300,22.20000076,300,22.20000076,24
449613,1500000,23080,150,7.599999905,150,7.599999905,8.199999809
449614,9550000,55581,955,18.39999962,835,18.39999962,19.89999962
449615,11700000,47949,1170,15.89999962,1046,15.39999962,16.70000076
449616,3020000,23378,302,7.699999809,240,8,8.699999809
449617,3400000,45583,340,15.06860161,,22.56347466,
449618,11900000,57617,1190,19,1070,19,20.60000038
449619,9800000,57124,980,18.89999962,850,18.89999962,20.5
449620,10300000,61156,1030,20.20000076,910,20.20000076,21.89999962
449621,9400000,55866,940,18.5,820,18.5,20
449622,9300000,53860,930,17.79999924,810,17.79999924,19.29999924
449623,6500000,45579,650,15.10000038,526,15.39999962,16.70000076
449624,3450000,22574,345,7.5,283,7.599999905,8.199999809
449625,700000,15119,70,5,70,5,5.400000095
449626,4350000,46744,435,15.5,435,15.5,16.79999924
449627,2160000,28568,216,9.399999619,216,9.399999619,10.19999981
449628,3850000,29452,385,9.699999809,385,9.699999809,10.5
449629,1850000,38011,185,12.60000038,185,12.60000038,13.60000038
449630,1150000,35330,115,11.69999981,115,11.69999981,12.69999981
449631,5500000,37481,550,12.39999962,550,12.39999962,13.39999962
449632,740000,25265,74,8.399999619,74,8.399999619,9.100000381
449633,4400000,31984,440,10.60000038,440,10.60000038,11.5
449634,8800000,48998,880,16.20000076,880,16.20000076,17.5
449635,1200000,12333,120,4.099999905,120,4.099999905,4.400000095
449636,2400000,16330,240,5.400000095,240,5.400000095,5.800000191
449637,1000000,12657,100,4.199999809,100,4.199999809,4.5
449638,14150000,38624,1415,12.80000019,1167,12.60000038,13.60000038
449639,2600000,30916,260,10.19999981,260,10.19999981,11
449640,3000000,33296,300,11,300,11,11.89999962
449641,4200000,32874,420,10.89999962,327,11,11.89999962
449642,2200000,20958,220,6.900000095,220,6.900000095,7.5
449643,2200000,17718,220,5.900000095,220,5.900000095,6.400000095
449644,1300000,12381,130,4.099999905,130,4.099999905,4.400000095
449645,8800000,48998,880,16.20000076,880,16.20000076,17.5
449646,4500000,37413,450,12.39999962,450,12.39999962,13.39999962
449647,2000000,46425,200,15.30000019,200,15.30000019,16.60000038
449648,6500000,34031,650,11.19999981,557,11.39999962,12.30000019
449649,5000000,61958,500,20.5,500,20.5,22.20000076
449650,8800000,51890,880,17.20000076,880,17.20000076,18.60000038
449651,1800000,33445,180,11.10000038,180,11.10000038,12
449652,400000,,40,,,,
449653,4300000,32576,430,10.80000019,430,10.80000019,11.69999981
449654,9400000,55190,940,18.20000076,830,18.20000076,19.70000076
449655,1200000,28694,120,9.5,120,9.5,10.30000019
449656,10010000,58581,1001,19.39999962,881,19.39999962,21
449657,9580000,56387,958,18.60000038,848,18.60000038,20.10000038
449658,2600000,33206,260,11,260,11,11.89999962
449659,1520000,16346,152,5.400000095,152,5.400000095,5.800000191
449660,2500000,29388,250,9.699999809,250,9.699999809,10.5
449661,1800000,27064,180,8.899999619,180,8.899999619,9.600000381
449662,4000000,51507,400,17,400,17,18.39999962
449663,17000000,68240,1700,22.60000038,1544,23.29999924,25.20000076
449664,6250000,30938,625,10.19999981,532,10.19999981,11
449665,3600000,36079,360,11.89999962,360,11.89999962,12.89999962
449666,2700000,29534,270,9.800000191,270,9.800000191,10.60000038
449667,2500000,30559,250,10.10000038,250,10.10000038,10.89999962
449668,1700000,22185,170,7.300000191,170,7.300000191,7.900000095
449669,3260000,21224,326,7,264,7,7.599999905
449670,2300000,34649,230,11.5,230,11.5,12.5
449671,750000,16674,75,5.5,75,5.5,6
449672,7800000,54062,780,17.89999962,682,20.29999924,22
449673,6000000,58168,600,19.20000076,600,19.20000076,20.79999924
449674,5700000,37731,570,12.5,504.8999939,12.30000019,13.30000019
449675,5500000,68957,550,22.79999924,550,22.79999924,24.70000076
449676,2050000,23943,205,7.900000095,205,7.900000095,8.600000381
449677,1500000,26215,150,8.699999809,150,8.699999809,9.399999619
449678,7500000,76876,750,25.39999962,594,29,31.39999962
449679,2400000,42032,240,13.89999962,240,13.89999962,15.10000038
449680,4060000,39326,406,13,406,13,14.10000038
449681,1600000,16775,160,5.5,160,5.5,6
449682,5900000,38995,590,12.89999962,466,11.5,12.5
449683,3900000,43585,390,14.39999962,390,14.39999962,15.60000038
449684,2000000,24195,200,8,200,8,8.699999809
449685,7900000,41667,790,13.80000019,666,13.80000019,14.89999962
449686,330000,,33,,,,
449687,1900000,18913,190,6.300000191,190,6.300000191,6.800000191
449688,5000000,52317,500,17.29999924,420,17.29999924,18.70000076
449689,3800000,30628,380,10.10000038,380,10.10000038,10.89999962
449690,2200000,32126,220,10.60000038,220,10.60000038,11.5
449691,680000,13530,68,4.5,68,4.5,4.900000095
449692,5600000,35576,560,11.80000019,467,12.10000038,13.10000038
449693,3000000,35963,300,11.89999962,300,11.89999962,12.89999962
449694,1880000,47463,188,15.69999981,188,15.69999981,17
449695,2850000,25904,285,8.600000381,285,8.600000381,9.300000191
449696,4180000,21399,418,7.099999905,294,8.600000381,9.300000191
449697,2600000,11204,260,3.700000048,260,3.700000048,4
449698,3000000,35145,300,11.60000038,300,11.60000038,12.60000038
449699,380000,,38,,,,
449700,400000,,40,,,,
449701,5100000,88312,510,29.20000076,510,29.20000076,31.60000038
449702,2400000,29914,240,9.899999619,240,9.899999619,10.69999981
449703,2370000,35720,237,11.80000019,237,11.80000019,12.80000019
449704,2600000,23105,260,7.599999905,260,7.599999905,8.199999809
449705,5000000,40528,500,13.39999962,376,13.30000019,14.39999962
449706,400000,,40,,,,
449707,3000000,24643,300,8.100000381,300,8.100000381,8.800000191
449708,2700000,24743,270,8.199999809,270,8.199999809,8.899999619
449709,8350000,59891,835,19.79999924,695,20.29999924,22
449710,3000000,35195,300,11.60000038,300,11.60000038,12.60000038
449711,2550000,35835,255,11.80000019,255,11.80000019,12.80000019
449712,4550000,37910,455,12.5,455,12.5,13.5
449713,3200000,30558,320,10.10000038,320,10.10000038,10.89999962
449714,1700000,26365,170,8.699999809,170,8.699999809,9.399999619
449715,3750000,45056,375,14.89999962,375,14.89999962,16.10000038
449716,2210000,39101,221,12.89999962,221,12.89999962,14
449717,3400000,29364,340,9.699999809,274.8999939,8.899999619,9.600000381
449718,5950000,42035,595,13.89999962,595,13.89999962,15.10000038
449719,900000,,90,,,,
449720,2500000,28255,250,9.300000191,250,9.300000191,10.10000038
449721,3900000,30211,390,10,390,10,10.80000019
449722,3600000,32754,360,10.80000019,360,10.80000019,11.69999981
449723,2500000,23338,250,7.699999809,250,7.699999809,8.300000191
449724,15700000,77245,1570,25.5,1570,25.5,27.60000038
449725,3780000,45471,378,15,378,15,16.20000076
449726,1680000,19011,168,6.300000191,168,6.300000191,6.800000191
449727,2050000,23418,205,7.699999809,205,7.699999809,8.300000191
449728,1200000,40998,120,13.60000038,120,13.60000038,14.69999981
449729,14100000,27566,1410,9.112721443,,154.7287445,
449730,6500000,43665,650,14.39999962,650,14.39999962,15.60000038
449731,9350000,38842,935,12.80000019,935,12.80000019,13.89999962
449732,3130000,27961,313,9.199999809,313,9.199999809,10
449733,11070000,48840,1107,16.10000038,907,16.10000038,17.39999962
449734,13700000,59771,1370,19.79999924,1110,19.79999924,21.39999962
449735,7940000,46196,794,15.30000019,694,15.30000019,16.60000038
449736,9400000,54583,940,18,820,18,19.5
449737,10200000,59908,1020,19.79999924,900,19.79999924,21.39999962
449738,2200000,30158,220,10,220,10,10.80000019
449739,4350000,29850,435,9.899999619,435,9.899999619,10.69999981
449740,2650000,36025,265,11.89999962,265,11.89999962,12.89999962
449741,3450000,25124,345,8.300000191,283,8.699999809,9.399999619
449742,4930000,52458,493,17.29999924,493,17.29999924,18.70000076
449743,2700000,68650,270,22.70000076,270,22.70000076,24.60000038
449744,2000000,28023,200,9.300000191,200,9.300000191,10.10000038
449745,2900000,25515,290,8.399999619,290,8.399999619,9.100000381
449746,14000000,98122,1400,32.40000153,1400,32.40000153,35.09999847
449747,3800000,33084,380,10.89999962,287,11.10000038,12
449748,3400000,26130,340,8.600000381,340,8.600000381,9.300000191
449749,4500000,29257,450,9.699999809,357,8.199999809,8.899999619
449750,5000000,23121,500,7.599999905,438,8.300000191,9
449751,1080000,25999,108,8.600000381,108,8.600000381,9.300000191
449752,3669700,32128,367,10.60000038,273.9700012,11.30000019,12.19999981
449753,5500000,60646,550,20,550,20,21.70000076
449754,3500000,49268,350,16.29999924,350,16.29999924,17.70000076
449755,5200000,38040,520,12.60000038,520,12.60000038,13.60000038
449756,9100000,59249,910,19.60000038,812,19.29999924,20.89999962
449757,9000000,52419,900,17.29999924,780,17.29999924,18.70000076
449758,9220000,54570,922,18,812,18,19.5
449759,10530000,51317,1053,17,953,17,18.39999962
449760,9450000,54857,945,18.10000038,825,18.10000038,19.60000038
449761,10100000,59179,1010,19.60000038,890,19.60000038,21.20000076
449762,8300000,49059,830,16.20000076,730,16.20000076,17.5
449763,7783000,46886,778.2999878,15.49935246,,50.21500015,
449764,10200000,53763,1020,17.79999924,800,17.79999924,19.29999924
449765,9850000,57460,985,19,855,19,20.60000038
449766,9170000,54906,917,18.20000076,817,18.20000076,19.70000076
449767,8420000,49866,842,16.5,742,16.5,17.89999962
449768,2350000,20125,235,6.699999809,235,6.699999809,7.300000191
449769,3700000,59543,370,19.70000076,370,19.70000076,21.29999924
449770,3050000,22754,305,7.5,305,7.5,8.100000381
449771,8230000,54615,823,18.10000038,768,18.10000038,19.60000038
449772,7660000,55841,766,18.5,706,18.5,20
449773,8650000,40607,865,13.39999962,865,13.39999962,14.5
449774,8650000,40504,865,13.39999962,865,13.39999962,14.5
449775,6500000,25595,650,8.5,650,8.5,9.199999809
449776,2600000,33527,260,11.10000038,260,11.10000038,12
449777,5380000,33537,538,11.10000038,445,11.30000019,12.19999981
449778,3000000,26570,300,8.800000191,207,8.199999809,8.899999619
449779,3950000,34637,395,11.5,395,11.5,12.5
449780,5200000,22879,520,7.599999905,520,7.599999905,8.199999809
449781,600000,16256,60,5.373804092,,11.16527462,
449782,3400000,29573,340,9.800000191,340,9.800000191,10.60000038
449783,6250000,41966,625,13.89999962,501,13.89999962,15.10000038
449784,2770000,40843,277,13.5,277,13.5,14.60000038
449785,6500000,44757,650,14.80000019,526,15.10000038,16.39999962
449786,1500000,13510,150,4.5,150,4.5,4.900000095
449787,2800000,27792,280,9.199999809,280,9.199999809,10
449788,2500000,23880,250,7.900000095,250,7.900000095,8.600000381
449789,950000,26791,95,8.899999619,95,8.899999619,9.600000381
449790,3000000,33791,300,11.19999981,300,11.19999981,12.10000038
449791,1450000,18329,145,6.099999905,145,6.099999905,6.599999905
449792,2600000,32063,260,10.60000038,260,10.60000038,11.5
449793,4840000,42356,484,14,484,14,15.19999981
449794,4200000,34991,420,11.60000038,420,11.60000038,12.60000038
449795,2500000,33834,250,11.19999981,250,11.19999981,12.10000038
449796,2400000,30311,240,10,240,10,10.80000019
449797,3900000,33717,390,11.10000038,297,11.39999962,12.30000019
449798,3900000,38008,390,12.60000038,390,12.60000038,13.60000038
449799,5200000,69259,520,22.89999962,520,22.89999962,24.79999924
449800,13200000,89826,1320,29.70000076,1152,28.89999962,31.29999924
449801,1800000,18116,180,6,180,6,6.5
449802,1500000,15770,150,5.199999809,150,5.199999809,5.599999905
449803,5300000,34679,530,11.5,437,11.69999981,12.69999981
449804,4250000,54832,425,18.10000038,425,18.10000038,19.60000038
449805,450000,,45,,,,
449806,8800000,34109,880,11.27554607,,78.04499817,
449807,10100000,43186,1010,14.30000019,886,14.30000019,15.5
449808,2520000,40281,252,13.30000019,252,13.30000019,14.39999962
449809,11500000,87867,1150,29,1150,29,31.39999962
449810,3100000,34618,310,11.39999962,310,11.39999962,12.30000019
449811,20961780,103260,2096.177979,34.13553619,,61.40750122,
449812,5400000,41436,540,13.69999981,416,13.69999981,14.80000019
449813,6880000,35213,688,11.60000038,595,12,13
449814,3500000,44120,350,14.60000038,350,14.60000038,15.80000019
449815,4000000,40667,400,13.39999962,400,13.39999962,14.5
449816,300000,5858,30,1.899999976,30,1.899999976,2.099999905
449817,12650000,65029,1265,21.5,1165,21.5,23.29999924
449818,3600000,29009,360,9.600000381,360,9.600000381,10.39999962
449819,2350000,33291,235,11,235,11,11.89999962
449820,6000000,38008,600,12.60000038,507,13.10000038,14.19999981
449821,1000000,14667,100,4.800000191,100,4.800000191,5.199999809
449822,3300000,36324,330,12,330,12,13
449823,3100000,34621,310,11.39999962,310,11.39999962,12.30000019
449824,4300000,32260,430,10.69999981,430,10.69999981,11.60000038
449825,3900000,32956,390,10.89999962,390,10.89999962,11.80000019
449826,2300000,19834,230,6.599999905,230,6.599999905,7.099999905
449827,1650000,21776,165,7.199999809,165,7.199999809,7.800000191
449828,4500000,34187,450,11.30000019,384.8999939,12.60000038,13.60000038
449829,1340000,20000,134,6.611570358,,20.26749992,
449830,1111500,19500,111.1500015,6.446280956,,17.24250031,
449831,1404000,19500,140.3999939,6.446280956,,21.78000069,
449832,1930500,19500,193.0500031,6.446280956,,29.94750023,
449833,1872000,19500,187.1999969,6.446280956,,29.04000092,
449834,1880000,20000,188,6.611570358,,28.43499947,
449835,3824000,19813,382.3999939,6.549908161,,58.38249969,
449836,916500,19500,91.65000153,6.446280956,,14.21749973,
449837,7500000,60019,750,19.79999924,750,19.79999924,21.39999962
449838,2750000,31154,275,10.30000019,275,10.30000019,11.19999981
449839,800000,6947,80,2.299999952,80,2.299999952,2.5
449840,1872000,19500,187.1999969,6.446280956,,29.04000092,
449841,2700000,28119,270,9.300000191,270,9.300000191,10.10000038
449842,6000000,31646,600,10.5,600,10.5,11.39999962
449843,145350,1700,14.53499985,0.561983466,,25.86375046,
449844,370000,,37,,,,
449845,702000,19500,70.19999695,6.446280956,,10.89000034,
449846,234000,19500,23.39999962,6.446280956,,3.630000114,
449847,716625,19500,71.66249847,6.446280956,,11.11687469,
449848,238875,19500,23.88750076,6.446280956,,3.705625057,
449849,13500000,55181,1350,18.20000076,1350,18.20000076,19.70000076
449850,1900000,31173,190,10.30000019,97,10.30000019,11.19999981
449851,1880000,26006,188,8.600000381,188,8.600000381,9.300000191
449852,6300000,53187,630,17.60000038,630,17.60000038,19.10000038
